"lista","directorio","secuencia_p","orden","clase","dominio","mes","estrato1","sex","age","p6050","p6090","p6100","p6210","p6210s1","p6240","oficio","p6426","relab","p6500","p6510","p6510s1","p6510s2","p6545","p6545s1","p6545s2","p6580","p6580s1","p6580s2","p6585s1","p6585s1a1","p6585s1a2","p6585s2","p6585s2a1","p6585s2a2","p6585s3","p6585s3a1","p6585s3a2","p6585s4","p6585s4a1","p6585s4a2","p6590","p6590s1","p6600","p6600s1","p6610","p6610s1","p6620","p6620s1","p6630s1","p6630s1a1","p6630s2","p6630s2a1","p6630s3","p6630s3a1","p6630s4","p6630s4a1","p6630s6","p6630s6a1","p6750","p6760","p550","hoursWorkUsual","p6870","p6920","p7040","hoursWorkActualSecondJob","p7050","p7070","p7090","p7110","p7120","p7140s1","p7140s2","p7150","p7160","p7495","p7500s1","p7500s1a1","p7500s2","p7500s2a1","p7500s3","p7500s3a1","p7505","p7510s1","p7510s1a1","p7510s2","p7510s2a1","p7510s3","p7510s3a1","p7510s5","p7510s5a1","p7510s6","p7510s6a1","p7510s7","p7510s7a1","pet","impa","isa","ie","iof1","iof2","iof3h","iof3i","iof6","cclasnr2","cclasnr3","cclasnr4","cclasnr6","cclasnr7","cclasnr8","cclasnr11","impaes","isaes","iees","iof1es","iof2es","iof3hes","iof3ies","iof6es","ingtotob","ingtotes","ingtot","fex_c","depto","fex_dpto","fweight","maxEducLevel","college","regSalud","cotPension","wap","ocu","dsi","pea","totalHoursWorked","formal","informal","cuentaPropia","microEmpresa","sizeFirm","y_salary_m","y_salary_m_hu","y_ingLab_m","y_horasExtras_m","y_especie_m","y_vivienda_m","y_otros_m","y_auxilioAliment_m","y_auxilioTransp_m","y_subFamiliar_m","y_subEducativo_m","y_primas_m","y_bonificaciones_m","y_primaServicios_m","y_primaNavidad_m","y_primaVacaciones_m","y_viaticos_m","y_accidentes_m","y_salarySec_m","y_ingLab_m_ha","y_gananciaNeta_m","y_gananciaNetaAgro_m","y_gananciaIndep_m","y_gananciaIndep_m_hu","y_total_m","y_total_m_ha"
1271,4524975,1,2,1,"BOGOTA",1,1,0,58,5,1,3,3,5,6,41,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,40,2,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,60000,NA,NA,NA,NA,NA,NA,NA,0,60000,60000,234.119759331995,11,234.119759331995,234,4,0,3,2,1,1,0,1,40,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272,4524975,1,1,1,"BOGOTA",1,1,1,61,1,1,3,3,5,1,41,24,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e+05,1,NA,72,2,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,4e+05,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e+05,NA,4e+05,234.119759331995,11,234.119759331995,234,4,0,3,2,1,1,0,1,72,0,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e+05,NA,4e+05,1296.29626464844,4e+05,1296.29626464844
1276,4524976,1,1,1,"BOGOTA",1,1,1,24,1,2,NA,5,11,1,87,48,1,1e+06,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,54,2,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1e+06,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,NA,1e+06,383.112307844846,11,383.112307844846,383,6,1,NA,2,1,1,0,1,54,0,1,0,1,2,1e+06,4320.98779296875,1e+06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4320.98779296875,NA,NA,NA,NA,1e+06,4320.98779296875
1278,4524977,1,1,1,"BOGOTA",1,1,0,46,1,1,3,4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,1,8e+05,2,0,2,0,2,0,2,0,2,0,1,NA,NA,NA,0,0,66666.6666666667,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66666.6666666667,NA,66666.6666666667,201.182391770539,11,201.182391770539,201,5,0,3,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279,4524977,1,2,1,"BOGOTA",1,1,0,20,3,1,1,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,201.182391770539,11,201.182391770539,201,4,0,1,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281,4524978,1,2,1,"BOGOTA",1,1,1,24,2,2,NA,5,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,140.703571471456,11,140.703571471456,141,6,1,NA,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282,4524978,1,1,1,"BOGOTA",1,1,0,23,1,1,1,6,1,1,39,36,1,737717,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,1,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,750000,2,0,2,0,2,0,2,0,NA,NA,NA,48,3,1,2,NA,NA,0,2,NA,NA,1,1,1,1,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,800217,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800217,NA,800217,140.703571471456,11,140.703571471456,141,7,0,1,1,1,1,0,1,48,1,0,0,1,2,737717,3586.12426757812,800217,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,750000,NA,NA,NA,NA,NA,3889.94384765625,NA,NA,NA,NA,800217,3889.94384765625
1283,4524978,1,3,1,"BOGOTA",1,1,0,49,5,2,NA,3,5,4,54,7,3,2e+05,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,50000,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,70,1,2,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,2e+05,0,50000,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250000,NA,250000,140.703571471456,11,140.703571471456,141,4,0,NA,2,1,1,0,1,70,0,1,0,1,1,2e+05,666.666687011719,2e+05,NA,50000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666.666687011719,NA,NA,NA,NA,2e+05,666.666687011719
1285,4524980,1,1,1,"BOGOTA",1,1,1,55,1,1,1,5,11,1,41,60,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,1,NA,84,2,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1e+06,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,NA,1e+06,180.915339198149,11,180.915339198149,181,6,1,1,1,1,1,0,1,84,1,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+06,NA,1e+06,2777.77783203125,1e+06,2777.77783203125
1286,4524980,1,2,1,"BOGOTA",1,1,0,47,2,1,1,5,11,4,45,60,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,180.915339198149,11,180.915339198149,181,6,1,1,2,1,1,0,1,10,0,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288,4524981,1,1,1,"BOGOTA",1,1,1,50,1,1,1,5,11,1,58,12,1,1e+06,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,1,29000,2,2,0,NA,2,0,2,0,2,0,2,0,1,737717,2,0,2,0,2,0,2,0,NA,NA,NA,48,5,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1173616.41666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1173616.41666667,NA,1173616.41666667,350.442687775152,11,350.442687775152,350,6,1,1,1,1,1,0,1,48,1,0,0,0,4,1e+06,4861.111328125,1173616.375,NA,NA,NA,NA,NA,83140,29000,NA,NA,NA,737717,NA,NA,NA,NA,NA,5705.07958984375,NA,NA,NA,NA,1173616.375,5705.07958984375
1289,4524982,1,2,1,"BOGOTA",1,1,0,24,2,1,1,5,11,1,57,50,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+05,1,NA,48,1,2,2,NA,NA,0,2,NA,NA,1,1,1,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,7e+05,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+05,NA,7e+05,198.428789089885,11,198.428789089885,198,6,1,1,2,1,1,0,1,48,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e+05,NA,7e+05,3402.77783203125,7e+05,3402.77783203125
1290,4524982,1,1,1,"BOGOTA",1,1,1,23,1,1,1,3,4,6,85,10,1,850000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,850000,2,0,2,0,2,0,2,0,NA,NA,NA,50,6,1,2,NA,NA,0,2,NA,NA,1,1,2,1,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,2,0,1,4e+05,1,1003973.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1003973.33333333,NA,1003973.33333333,198.428789089885,11,198.428789089885,198,3,0,1,1,1,1,0,1,50,1,0,0,0,4,850000,3966.66674804688,1003973.3125,NA,NA,NA,NA,NA,83140,NA,NA,NA,NA,850000,NA,NA,NA,NA,NA,4685.208984375,NA,NA,NA,NA,1003973.3125,4685.208984375
1293,4524983,1,4,1,"BOGOTA",1,2,1,21,4,2,NA,4,6,1,98,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,72,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,2e+05,NA,NA,NA,NA,NA,NA,NA,0,2e+05,2e+05,256.713117493072,11,256.713117493072,257,5,0,NA,2,1,1,0,1,72,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1295,4524983,1,7,1,"BOGOTA",1,2,1,72,9,1,3,3,3,1,58,60,1,3e+05,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,40,3,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,1,1440000,2,0,2,0,2,0,1,3e+05,0,0,0,0,0,120000,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420000,NA,420000,256.713117493072,11,256.713117493072,257,3,0,3,2,1,1,0,1,40,0,1,0,1,2,3e+05,1750,3e+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1750,NA,NA,NA,NA,3e+05,1750
1296,4524983,1,5,1,"BOGOTA",1,2,0,19,4,1,3,4,6,4,45,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,1,NA,20,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1e+05,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,NA,1e+05,256.713117493072,11,256.713117493072,257,5,0,3,2,1,1,0,1,20,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e+05,NA,1e+05,1166.66662597656,1e+05,1166.66662597656
1297,4524983,1,3,1,"BOGOTA",1,2,1,52,3,1,3,3,1,1,41,360,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,50,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,NA,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,8e+05,NA,NA,NA,NA,NA,NA,NA,0,8e+05,8e+05,256.713117493072,11,256.713117493072,257,3,0,3,2,1,1,0,1,50,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298,4524985,1,1,1,"BOGOTA",1,1,1,46,1,1,1,4,9,1,58,6,1,990000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,1,1,29000,2,2,0,NA,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,NA,NA,NA,60,5,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,1,1300000,1,1019000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019000,NA,1019000,263.1506421975,11,263.1506421975,263,5,0,1,1,1,1,0,1,60,1,0,0,0,4,990000,3850,1019000,NA,NA,NA,NA,NA,0,29000,NA,NA,NA,0,NA,NA,NA,NA,NA,3962.77783203125,NA,NA,NA,NA,1019000,3962.77783203125
1299,4526751,1,1,1,"BOGOTA",1,1,0,25,1,2,NA,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,2,0,1,1500000,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,239.228206856264,11,239.228206856264,239,7,0,NA,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,4526751,1,2,1,"BOGOTA",1,1,1,23,5,2,NA,5,11,1,99,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,1,NA,52,4,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,5e+05,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,NA,5e+05,239.228206856264,11,239.228206856264,239,6,1,NA,2,1,1,0,1,52,0,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e+05,NA,5e+05,2243.58984375,5e+05,2243.58984375
1301,4526753,1,1,1,"BOGOTA",1,3,1,54,1,1,1,6,5,1,21,60,1,1800000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,NA,NA,NA,48,4,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,1800000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1800000,NA,1800000,303.383478860131,11,303.383478860131,303,7,0,1,1,1,1,0,1,48,1,0,0,0,3,1800000,8750,1800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,8750,NA,NA,NA,NA,1800000,8750
1303,4526753,1,2,1,"BOGOTA",1,3,0,50,2,1,2,6,7,1,13,240,2,3800000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,0,1,3800000,1,0,2,0,2,0,NA,NA,NA,30,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,4116666.66666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4116666.66666667,NA,4116666.66666667,303.383478860131,11,303.383478860131,303,7,0,2,1,1,1,0,1,30,1,0,0,0,5,3800000,29555.5546875,4116666.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3800000,0,NA,NA,NA,32018.51953125,NA,NA,NA,NA,4116666.75,32018.51953125
1304,4526754,1,1,1,"BOGOTA",1,3,0,48,1,2,NA,5,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,320.810955188546,11,320.810955188546,321,6,1,NA,NA,1,0,1,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,4526754,1,3,1,"BOGOTA",1,3,0,25,3,2,NA,6,2,1,59,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,1,NA,54,1,2,2,NA,NA,0,1,1,1,1,1,1,1,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,8e+05,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA,8e+05,320.810955188546,11,320.810955188546,321,7,0,NA,2,1,1,0,1,54,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e+05,NA,8e+05,3456.7900390625,8e+05,3456.7900390625
1306,4526754,1,2,1,"BOGOTA",1,3,0,27,3,1,1,6,6,1,2,24,1,1600000,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,83140,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,1600000,2,0,2,0,2,0,2,0,NA,NA,NA,48,9,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,1,0,2,0,1,1816473.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1816473.33333333,NA,1816473.33333333,320.810955188546,11,320.810955188546,321,7,0,1,1,1,1,0,1,48,1,0,0,0,5,1600000,7777.77783203125,1816473.375,NA,NA,NA,NA,NA,83140,NA,NA,NA,NA,1600000,NA,NA,NA,NA,NA,8830.0791015625,NA,NA,NA,NA,1816473.375,8830.0791015625
1310,4526755,1,2,1,"BOGOTA",1,3,1,55,2,1,1,4,9,1,77,240,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380000,1,NA,48,1,2,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,380000,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380000,NA,380000,225.65685940597,11,225.65685940597,226,5,0,1,2,1,1,0,1,48,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,380000,NA,380000,1847.22216796875,380000,1847.22216796875
1312,4526756,1,1,1,"BOGOTA",1,3,1,40,1,1,1,6,2,1,3,2,1,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,NA,NA,NA,48,7,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,6500000,NA,NA,NA,NA,NA,NA,NA,0,6500000,6500000,341.979787849128,11,341.979787849128,342,7,0,1,1,1,1,0,1,48,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1313,4526756,1,2,1,"BOGOTA",1,3,0,42,2,1,1,6,5,1,39,123,1,0,2,0,NA,2,0,NA,2,0,NA,2,0,NA,1,0,2,2,0,NA,2,0,NA,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,NA,NA,NA,48,5,1,2,NA,NA,0,2,NA,NA,NA,NA,NA,NA,2,NA,0,NA,0,NA,0,1,2,0,2,0,2,0,2,0,9,0,2,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1546500,NA,NA,NA,NA,NA,NA,NA,0,1546500,1546500,341.979787849128,11,341.979787849128,342,7,0,1,1,1,1,0,1,48,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
